 bricks[0]=(1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1)
 bricks[1]=(1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)
 bricks[3]=(1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)
 bricks[4]=(1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)
 bricks[5]=(1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)
 bricks[6]=(1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)
 bricks[7]=(1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)
 bricks[8]=(1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)
 bricks[9]=(1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)
bricks[10]=(1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)
bricks[11]=(1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)
bricks[12]=(1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)
bricks[13]=(1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)
bricks[14]=(1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)
bricks[15]=(1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)
bricks[16]=(1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)
bricks[17]=(1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)
bricks[18]=(1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)
bricks[19]=(1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)
